Date,Sector,Value,Region,Short_Code
2006,Educational services,34300,Atlantic,NS
2006,"Finance, insurance, real estate, rental and leasing",22000,Atlantic,NS
2006,"Forestry, fishing, mining, quarrying, oil and gas",12700,Atlantic,NS
2006,Health care and social assistance ,59400,Atlantic,NS
2006,"Information, culture and recreation ",16400,Atlantic,NS
2006,Manufacturing,39200,Atlantic,NS
2006,Other services (except public administration),20600,Atlantic,NS
2006,"Professional, scientific and technical services",18300,Atlantic,NS
2006,Public administration,29400,Atlantic,NS
2006,Transportation and warehousing,18500,Atlantic,NS
2006,Utilities,1800,Atlantic,NS
2006,Wholesale and retail trade,78200,Atlantic,NS
2007,Accommodation and food services,30400,Atlantic,NS
2007,Agriculture,5600,Atlantic,NS
2007,"Business, building and other support services",27200,Atlantic,NS
2007,Construction,27100,Atlantic,NS
2007,Educational services,36000,Atlantic,NS
2007,"Finance, insurance, real estate, rental and leasing",22800,Atlantic,NS
2007,"Forestry, fishing, mining, quarrying, oil and gas",12100,Atlantic,NS
2007,Health care and social assistance ,61800,Atlantic,NS
2007,"Information, culture and recreation ",19700,Atlantic,NS
2007,Manufacturing,41300,Atlantic,NS
2007,Other services (except public administration),19900,Atlantic,NS
2007,"Professional, scientific and technical services",17200,Atlantic,NS
2007,Public administration,27800,Atlantic,NS
2007,Transportation and warehousing,18300,Atlantic,NS
2007,Utilities,1900,Atlantic,NS
2007,Wholesale and retail trade,78200,Atlantic,NS
2008,Accommodation and food services,31400,Atlantic,NS
2008,Agriculture,6500,Atlantic,NS
2008,"Business, building and other support services",26300,Atlantic,NS
2008,Construction,31100,Atlantic,NS
2008,Educational services,33300,Atlantic,NS
2008,"Finance, insurance, real estate, rental and leasing",21400,Atlantic,NS
2008,"Forestry, fishing, mining, quarrying, oil and gas",12700,Atlantic,NS
2008,Health care and social assistance ,62900,Atlantic,NS
2008,"Information, culture and recreation ",19300,Atlantic,NS
2008,Manufacturing,38900,Atlantic,NS
2008,Other services (except public administration),19400,Atlantic,NS
2008,"Professional, scientific and technical services",20600,Atlantic,NS
2008,Public administration,29300,Atlantic,NS
2008,Transportation and warehousing,18300,Atlantic,NS
2008,Utilities,3100,Atlantic,NS
2008,Wholesale and retail trade,77300,Atlantic,NS
2009,Accommodation and food services,30800,Atlantic,NS
2009,Agriculture,7500,Atlantic,NS
2009,"Business, building and other support services",24300,Atlantic,NS
2009,Construction,30300,Atlantic,NS
2009,Educational services,35600,Atlantic,NS
2009,"Finance, insurance, real estate, rental and leasing",20900,Atlantic,NS
2009,"Forestry, fishing, mining, quarrying, oil and gas",12100,Atlantic,NS
2009,Health care and social assistance ,65700,Atlantic,NS
2009,"Information, culture and recreation ",17400,Atlantic,NS
2009,Manufacturing,35300,Atlantic,NS
2009,Other services (except public administration),20000,Atlantic,NS
2009,"Professional, scientific and technical services",20600,Atlantic,NS
2009,Public administration,30500,Atlantic,NS
2009,Transportation and warehousing,19900,Atlantic,NS
2009,Utilities,3100,Atlantic,NS
2009,Wholesale and retail trade,75500,Atlantic,NS
2010,Accommodation and food services,30400,Atlantic,NS
2010,Agriculture,6400,Atlantic,NS
2010,"Business, building and other support services",24800,Atlantic,NS
2010,Construction,32500,Atlantic,NS
2010,Educational services,33400,Atlantic,NS
2010,"Finance, insurance, real estate, rental and leasing",21700,Atlantic,NS
2010,"Forestry, fishing, mining, quarrying, oil and gas",12000,Atlantic,NS
2010,Health care and social assistance ,68000,Atlantic,NS
2010,"Information, culture and recreation ",19600,Atlantic,NS
2010,Manufacturing,32600,Atlantic,NS
2010,Other services (except public administration),18800,Atlantic,NS
2010,"Professional, scientific and technical services",21100,Atlantic,NS
2010,Public administration,30500,Atlantic,NS
2010,Transportation and warehousing,19500,Atlantic,NS
2010,Utilities,3900,Atlantic,NS
2010,Wholesale and retail trade,76000,Atlantic,NS
2011,Accommodation and food services,32100,Atlantic,NS
2011,Agriculture,5600,Atlantic,NS
2011,"Business, building and other support services",22100,Atlantic,NS
2011,Construction,32900,Atlantic,NS
2011,Educational services,33200,Atlantic,NS
2011,"Finance, insurance, real estate, rental and leasing",22500,Atlantic,NS
2011,"Forestry, fishing, mining, quarrying, oil and gas",12000,Atlantic,NS
2011,Health care and social assistance ,68300,Atlantic,NS
2011,"Information, culture and recreation ",19200,Atlantic,NS
2011,Manufacturing,33100,Atlantic,NS
2011,Other services (except public administration),18500,Atlantic,NS
2011,"Professional, scientific and technical services",22500,Atlantic,NS
2011,Public administration,29400,Atlantic,NS
2011,Transportation and warehousing,20800,Atlantic,NS
2011,Utilities,3500,Atlantic,NS
2011,Wholesale and retail trade,77100,Atlantic,NS
2012,Accommodation and food services,32600,Atlantic,NS
2012,Agriculture,6100,Atlantic,NS
2012,"Business, building and other support services",21200,Atlantic,NS
2012,Construction,32300,Atlantic,NS
2012,Educational services,35600,Atlantic,NS
2012,"Finance, insurance, real estate, rental and leasing",21800,Atlantic,NS
2012,"Forestry, fishing, mining, quarrying, oil and gas",11500,Atlantic,NS
2012,Health care and social assistance ,70600,Atlantic,NS
2012,"Information, culture and recreation ",19700,Atlantic,NS
2012,Manufacturing,32800,Atlantic,NS
2012,Other services (except public administration),20600,Atlantic,NS
2012,"Professional, scientific and technical services",23900,Atlantic,NS
2012,Public administration,29200,Atlantic,NS
2012,Transportation and warehousing,20900,Atlantic,NS
2012,Utilities,3800,Atlantic,NS
2012,Wholesale and retail trade,74800,Atlantic,NS
2013,Accommodation and food services,31400,Atlantic,NS
2013,Agriculture,5700,Atlantic,NS
2013,"Business, building and other support services",22800,Atlantic,NS
2013,Construction,34700,Atlantic,NS
2013,Educational services,34600,Atlantic,NS
2013,"Finance, insurance, real estate, rental and leasing",20900,Atlantic,NS
2013,"Forestry, fishing, mining, quarrying, oil and gas",11500,Atlantic,NS
2013,Health care and social assistance ,69800,Atlantic,NS
2013,"Information, culture and recreation ",18400,Atlantic,NS
2013,Manufacturing,30600,Atlantic,NS
2013,Other services (except public administration),19400,Atlantic,NS
2013,"Professional, scientific and technical services",26500,Atlantic,NS
2013,Public administration,27500,Atlantic,NS
2013,Transportation and warehousing,19600,Atlantic,NS
2013,Utilities,4200,Atlantic,NS
2013,Wholesale and retail trade,75200,Atlantic,NS
2014,Accommodation and food services,32100,Atlantic,NS
2014,Agriculture,5200,Atlantic,NS
2014,"Business, building and other support services",19700,Atlantic,NS
2014,Construction,34000,Atlantic,NS
2014,Educational services,35400,Atlantic,NS
2014,"Finance, insurance, real estate, rental and leasing",22200,Atlantic,NS
2014,"Forestry, fishing, mining, quarrying, oil and gas",11200,Atlantic,NS
2014,Health care and social assistance ,69200,Atlantic,NS
2014,"Information, culture and recreation ",19200,Atlantic,NS
2014,Manufacturing,29900,Atlantic,NS
2014,Other services (except public administration),18300,Atlantic,NS
2014,"Professional, scientific and technical services",26100,Atlantic,NS
2014,Public administration,26700,Atlantic,NS
2014,Transportation and warehousing,20900,Atlantic,NS
2014,Utilities,3800,Atlantic,NS
2014,Wholesale and retail trade,73900,Atlantic,NS
2015,Accommodation and food services,30900,Atlantic,NS
2015,Agriculture,5400,Atlantic,NS
2015,"Business, building and other support services",20300,Atlantic,NS
2015,Construction,33600,Atlantic,NS
2015,Educational services,36400,Atlantic,NS
2015,"Finance, insurance, real estate, rental and leasing",23400,Atlantic,NS
2015,"Forestry, fishing, mining, quarrying, oil and gas",11800,Atlantic,NS
2015,Health care and social assistance ,72400,Atlantic,NS
2015,"Information, culture and recreation ",17500,Atlantic,NS
2015,Manufacturing,28700,Atlantic,NS
2015,Other services (except public administration),17100,Atlantic,NS
2015,"Professional, scientific and technical services",27800,Atlantic,NS
2015,Public administration,27000,Atlantic,NS
2015,Transportation and warehousing,20500,Atlantic,NS
2015,Utilities,3700,Atlantic,NS
2015,Wholesale and retail trade,71800,Atlantic,NS
2016,Accommodation and food services,29500,Atlantic,NS
2016,Agriculture,4500,Atlantic,NS
2016,"Business, building and other support services",17500,Atlantic,NS
2016,Construction,32900,Atlantic,NS
2016,Educational services,36700,Atlantic,NS
2016,"Finance, insurance, real estate, rental and leasing",23600,Atlantic,NS
2016,"Forestry, fishing, mining, quarrying, oil and gas",11300,Atlantic,NS
2016,Health care and social assistance ,74900,Atlantic,NS
2016,"Information, culture and recreation ",16200,Atlantic,NS
2016,Manufacturing,29100,Atlantic,NS
2016,Other services (except public administration),19400,Atlantic,NS
2016,"Professional, scientific and technical services",27500,Atlantic,NS
2016,Public administration,27600,Atlantic,NS
2016,Transportation and warehousing,20300,Atlantic,NS
2016,Utilities,3300,Atlantic,NS
2016,Wholesale and retail trade,71900,Atlantic,NS
2017,Accommodation and food services,30300,Atlantic,NS
2017,Agriculture,4700,Atlantic,NS
2017,"Business, building and other support services",18100,Atlantic,NS
2017,Construction,31600,Atlantic,NS
2017,Educational services,36400,Atlantic,NS
2017,"Finance, insurance, real estate, rental and leasing",22800,Atlantic,NS
2017,"Forestry, fishing, mining, quarrying, oil and gas",10100,Atlantic,NS
2017,Health care and social assistance ,72000,Atlantic,NS
2017,"Information, culture and recreation ",16000,Atlantic,NS
2017,Manufacturing,31000,Atlantic,NS
2017,Other services (except public administration),18800,Atlantic,NS
2017,"Professional, scientific and technical services",28400,Atlantic,NS
2017,Public administration,29600,Atlantic,NS
2017,Transportation and warehousing,19400,Atlantic,NS
2017,Utilities,3900,Atlantic,NS
2017,Wholesale and retail trade,75800,Atlantic,NS
2018,Accommodation and food services,35300,Atlantic,NS
2018,Agriculture,5200,Atlantic,NS
2018,"Business, building and other support services",17700,Atlantic,NS
2018,Construction,33100,Atlantic,NS
2018,Educational services,37800,Atlantic,NS
2018,"Finance, insurance, real estate, rental and leasing",22100,Atlantic,NS
2018,"Forestry, fishing, mining, quarrying, oil and gas",9000,Atlantic,NS
2018,Health care and social assistance ,68400,Atlantic,NS
2018,"Information, culture and recreation ",18300,Atlantic,NS
2018,Manufacturing,31700,Atlantic,NS
2018,Other services (except public administration),18700,Atlantic,NS
2018,"Professional, scientific and technical services",27500,Atlantic,NS
2018,Public administration,29100,Atlantic,NS
2018,Transportation and warehousing,19400,Atlantic,NS
2018,Utilities,3700,Atlantic,NS
2018,Wholesale and retail trade,79000,Atlantic,NS
2019,Accommodation and food services,35800,Atlantic,NS
2019,Agriculture,5900,Atlantic,NS
2019,"Business, building and other support services",17400,Atlantic,NS
2019,Construction,34300,Atlantic,NS
2019,Educational services,37200,Atlantic,NS
2019,"Finance, insurance, real estate, rental and leasing",21500,Atlantic,NS
2019,"Forestry, fishing, mining, quarrying, oil and gas",10900,Atlantic,NS
2019,Health care and social assistance ,73700,Atlantic,NS
2019,"Information, culture and recreation ",18800,Atlantic,NS
2019,Manufacturing,31900,Atlantic,NS
2019,Other services (except public administration),16900,Atlantic,NS
2019,"Professional, scientific and technical services",27900,Atlantic,NS
2019,Public administration,29300,Atlantic,NS
2019,Transportation and warehousing,19600,Atlantic,NS
2019,Utilities,3600,Atlantic,NS
2019,Wholesale and retail trade,81600,Atlantic,NS
1976,Accommodation and food services,146800,Central,ON
1976,Agriculture,111600,Central,ON
1976,"Business, building and other support services",72000,Central,ON
1976,Construction,243500,Central,ON
1976,Educational services,249100,Central,ON
1976,"Finance, insurance, real estate, rental and leasing",225400,Central,ON
1976,"Forestry, fishing, mining, quarrying, oil and gas",61500,Central,ON
1976,Health care and social assistance ,303100,Central,ON
1976,"Information, culture and recreation ",138200,Central,ON
1976,Manufacturing,868300,Central,ON
1976,Other services (except public administration),150500,Central,ON
1976,"Professional, scientific and technical services",101900,Central,ON
1976,Public administration,253700,Central,ON
1976,Transportation and warehousing,179100,Central,ON
1976,Utilities,41700,Central,ON
1976,Wholesale and retail trade,594100,Central,ON
1977,Accommodation and food services,174800,Central,ON
1977,Agriculture,116500,Central,ON
1977,"Business, building and other support services",74300,Central,ON
1977,Construction,236200,Central,ON
1977,Educational services,254500,Central,ON
1977,"Finance, insurance, real estate, rental and leasing",235700,Central,ON
1977,"Forestry, fishing, mining, quarrying, oil and gas",62500,Central,ON
1977,Health care and social assistance ,296000,Central,ON
1977,"Information, culture and recreation ",145100,Central,ON
1977,Manufacturing,877100,Central,ON
1977,Other services (except public administration),149600,Central,ON
1977,"Professional, scientific and technical services",118600,Central,ON
1977,Public administration,252400,Central,ON
1977,Transportation and warehousing,180400,Central,ON
1977,Utilities,44100,Central,ON
1977,Wholesale and retail trade,586100,Central,ON
1978,Accommodation and food services,186800,Central,ON
